,tripid,shipperid,categoryid,customer,shipdate,origincity,originstate,shipdays,destinationcity,destinationstate,deliverydate,totalmiles,loadedmiles,shippingcost,revenue,capacity,triptype,checkpoints,newshipdate,newdeliverydate,month,day,profit,datediff,revenue running totel,cost running totel
982,10983,3,2,Trueplus,17-03-2016,Appleton,WI,1,Grand Rapids,MI,18-03-2016,785,499,439,1240,80,Intercom,10,2016-03-17,2016-03-18,3,17,801,1 days,2605668,2345402
710,10711,2,6,Jaylane,17-03-2016,Grand Rapids,MI,9,Toledo,OH,26-03-2016,633,220,2771,3293,71,International,9,2016-03-17,2016-03-26,3,17,522,9 days,2608961,2348173
1262,11263,2,6,geofind,17-03-2016,Monon,IN,4,Lansing,MI,21-03-2016,248,248,3089,3972,64,Domestic,4,2016-03-17,2016-03-21,3,17,883,4 days,2612933,2351262
11,10012,2,8,Subdrill,17-03-2016,Rockford,IL,10,Green Bay,WI,21-03-2016,1175,361,763,1477,50,International,10,2016-03-17,2016-03-21,3,17,714,4 days,2614410,2352025
509,10510,1,4,re-can,17-03-2016,Kalamazoo,MI,1,Bangor,MI,18-03-2016,758,392,1971,291,99,Intercom,2,2016-03-17,2016-03-18,3,17,-1680,1 days,2614701,2353996
108,10109,2,8,Scotcan,18-03-2016,Joliet,IL,3,Madison,WI,19-03-2016,587,367,521,910,83,Domestic,2,2016-03-18,2016-03-19,3,18,389,1 days,2615611,2354517
1044,11045,2,3,Zuntone,18-03-2016,Green Bay,WI,2,Joliet,IL,20-03-2016,1109,260,5431,6169,58,Domestic,8,2016-03-18,2016-03-20,3,18,738,2 days,2621780,2359948
1654,11655,2,5,tres-tone,18-03-2016,Northbrook,IL,10,Naperville,IL,28-03-2016,660,660,3577,4430,78,International,7,2016-03-18,2016-03-28,3,18,853,10 days,2626210,2363525
160,10161,2,6,Inzone,18-03-2016,Lansing,MI,2,Dayton,OH,20-03-2016,1029,475,6911,7281,67,Domestic,4,2016-03-18,2016-03-20,3,18,370,2 days,2633491,2370436
1736,11737,2,2,Dingfax,18-03-2016,Chicago,IL,3,Rockford,IL,21-03-2016,1162,320,2468,2835,92,Domestic,6,2016-03-18,2016-03-21,3,18,367,3 days,2636326,2372904
901,10902,2,1,tampquote,18-03-2016,Lansing,MI,4,Dayton,OH,22-03-2016,515,267,442,4379,83,Domestic,1,2016-03-18,2016-03-22,3,18,3937,4 days,2640705,2373346
1008,11009,3,6,Ronplanet,18-03-2016,Elgin,IL,4,Cincinnati,OH,22-03-2016,1079,452,7914,8741,98,Domestic,2,2016-03-18,2016-03-22,3,18,827,4 days,2649446,2381260
441,10442,2,8,Ozeris,18-03-2016,Lansing,MI,9,Dayton,OH,25-03-2016,265,265,803,978,51,International,9,2016-03-18,2016-03-25,3,18,175,7 days,2650424,2382063
1207,11208,3,4,Stimmedia,18-03-2016,Bangor,MI,9,Davenport,IA,26-03-2016,876,547,5912,3702,57,International,3,2016-03-18,2016-03-26,3,18,-2210,8 days,2654126,2387975
859,10860,1,4,saltlab,18-03-2016,Skokie,IL,2,Chicago,IL,20-03-2016,1041,202,7832,5575,94,Domestic,2,2016-03-18,2016-03-20,3,18,-2257,2 days,2659701,2395807
117,10118,2,6,Conelane,19-03-2016,Lansing,MI,8,Dayton,OH,26-03-2016,284,284,2208,3010,60,International,5,2016-03-19,2016-03-26,3,19,802,7 days,2662711,2398015
259,10260,2,4,saltlab,19-03-2016,Rockford,IL,4,Green Bay,WI,23-03-2016,1132,616,2991,911,100,Domestic,4,2016-03-19,2016-03-23,3,19,-2080,4 days,2663622,2401006
1466,11467,2,2,zen-holdings,19-03-2016,Rockford,IL,1,Green Bay,WI,20-03-2016,453,248,8607,8733,94,Domestic,1,2016-03-19,2016-03-20,3,19,126,1 days,2672355,2409613
24,10025,1,8,Lazap,19-03-2016,Indianapolis,IN,4,Northbrook,IL,22-03-2016,1094,258,8546,8824,86,Domestic,5,2016-03-19,2016-03-22,3,19,278,3 days,2681179,2418159
67,10068,1,5,Faseway,19-03-2016,Joliet,IL,4,Madison,WI,21-03-2016,222,222,7465,7721,99,Domestic,6,2016-03-19,2016-03-21,3,19,256,2 days,2688900,2425624
1040,11041,2,6,Lamlab,19-03-2016,Gary,IN,5,Milwaukee,WI,22-03-2016,292,292,3753,4586,62,International,9,2016-03-19,2016-03-22,3,19,833,3 days,2693486,2429377
621,10622,1,7,Zoncone,19-03-2016,Grand Rapids,MI,3,Toledo,OH,22-03-2016,1088,202,30,821,69,Domestic,2,2016-03-19,2016-03-22,3,19,791,3 days,2694307,2429407
941,10942,2,2,Sanlab,19-03-2016,Rockford,IL,1,Green Bay,WI,20-03-2016,744,649,525,742,83,Domestic,10,2016-03-19,2016-03-20,3,19,217,1 days,2695049,2429932
529,10530,1,8,Ganzlane,20-03-2016,Elgin,IL,4,Cincinnati,OH,24-03-2016,827,565,5772,6077,56,Domestic,5,2016-03-20,2016-03-24,3,20,305,4 days,2701126,2435704
895,10896,2,2,Damdexon,20-03-2016,Naperville,IL,3,Indianapolis,IN,23-03-2016,763,655,884,1342,57,Domestic,1,2016-03-20,2016-03-23,3,20,458,3 days,2702468,2436588
1504,11505,3,5,K-is,20-03-2016,Gary,IN,4,Milwaukee,WI,24-03-2016,944,522,1657,1930,62,Domestic,3,2016-03-20,2016-03-24,3,20,273,4 days,2704398,2438245
667,10668,2,7,geofind,20-03-2016,Milwaukee,WI,3,Springfield,IL,23-03-2016,1013,492,783,1711,64,Domestic,4,2016-03-20,2016-03-23,3,20,928,3 days,2706109,2439028
518,10519,1,5,Statway,20-03-2016,Joliet,IL,3,Madison,WI,23-03-2016,537,249,1440,2166,50,Domestic,8,2016-03-20,2016-03-23,3,20,726,3 days,2708275,2440468
400,10401,1,6,Trustcorporation,21-03-2016,Kalamazoo,MI,2,Bangor,MI,23-03-2016,614,614,3550,4334,98,Intercom,1,2016-03-21,2016-03-23,3,21,784,2 days,2712609,2444018
1636,11637,3,4,Opehouse,21-03-2016,Joliet,IL,2,Madison,WI,21-03-2016,1180,369,7965,6106,62,Domestic,2,2016-03-21,2016-03-21,3,21,-1859,0 days,2718715,2451983
1733,11734,3,3,Konknix,21-03-2016,Grand Rapids,MI,4,Toledo,OH,22-03-2016,520,283,1316,1755,78,Domestic,7,2016-03-21,2016-03-22,3,21,439,1 days,2720470,2453299
1029,11030,3,4,Dingquokix,21-03-2016,Toledo,OH,1,Detriot,MI,22-03-2016,922,292,2407,40,83,Domestic,10,2016-03-21,2016-03-22,3,21,-2367,1 days,2720510,2455706
1302,11303,3,1,Solostreet,21-03-2016,Indianapolis,IN,1,Northbrook,IL,22-03-2016,1129,291,3628,8175,55,Domestic,8,2016-03-21,2016-03-22,3,21,4547,1 days,2728685,2459334
1265,11266,3,4,Vaiataxon,21-03-2016,Naperville,IL,2,Indianapolis,IN,23-03-2016,247,247,4532,2815,65,Domestic,9,2016-03-21,2016-03-23,3,21,-1717,2 days,2731500,2463866
983,10984,3,1,Templax,21-03-2016,Cincinnati,OH,3,Gary,IN,24-03-2016,582,237,6479,11083,76,Domestic,8,2016-03-21,2016-03-24,3,21,4604,3 days,2742583,2470345
1787,11788,3,1,xx-way,21-03-2016,Joliet,IL,2,Madison,WI,23-03-2016,928,757,1915,6011,54,Domestic,7,2016-03-21,2016-03-23,3,21,4096,2 days,2748594,2472260
997,10998,2,3,Scotcan,22-03-2016,Joliet,IL,6,Madison,WI,28-03-2016,594,594,4605,5545,67,International,7,2016-03-22,2016-03-28,3,22,940,6 days,2754139,2476865
247,10248,1,7,una-phase,22-03-2016,Grand Rapids,MI,4,Toledo,OH,23-03-2016,649,649,4755,5022,79,Domestic,7,2016-03-22,2016-03-23,3,22,267,1 days,2759161,2481620
1640,11641,3,2,Y-zoom,22-03-2016,Naperville,IL,10,Indianapolis,IN,01-04-2016,601,365,803,1765,50,International,4,2016-03-22,2016-04-01,3,22,962,10 days,2760926,2482423
1643,11644,2,4,Lamlab,22-03-2016,Cincinnati,OH,4,Gary,IN,26-03-2016,1082,620,4786,2738,97,Domestic,2,2016-03-22,2016-03-26,3,22,-2048,4 days,2763664,2487209
414,10415,2,6,Lexiplus,22-03-2016,Rockford,IL,10,Green Bay,WI,01-04-2016,762,334,3494,3902,73,International,7,2016-03-22,2016-04-01,3,22,408,10 days,2767566,2490703
212,10213,2,8,Unatrax,22-03-2016,Gary,IN,1,Milwaukee,WI,23-03-2016,614,430,62,638,76,Domestic,3,2016-03-22,2016-03-23,3,22,576,1 days,2768204,2490765
61,10062,1,4,Physcone,22-03-2016,Grand Rapids,MI,9,Toledo,OH,31-03-2016,563,563,5547,3321,65,International,1,2016-03-22,2016-03-31,3,22,-2226,9 days,2771525,2496312
1148,11149,2,1,O-tom,22-03-2016,Detriot,MI,5,Monon,IN,26-03-2016,290,289,1185,4621,76,International,5,2016-03-22,2016-03-26,3,22,3436,4 days,2776146,2497497
741,10742,1,5,Faxron,23-03-2016,Rockford,IL,6,Green Bay,WI,29-03-2016,863,517,2331,3290,98,International,5,2016-03-23,2016-03-29,3,23,959,6 days,2779436,2499828
760,10761,2,6,Indibase,23-03-2016,Green Bay,WI,5,Joliet,IL,28-03-2016,963,227,5991,6242,94,International,7,2016-03-23,2016-03-28,3,23,251,5 days,2785678,2505819
1618,11619,2,5,D-zohex,23-03-2016,Rockford,IL,6,Green Bay,WI,31-03-2016,508,202,5611,6081,84,International,7,2016-03-23,2016-03-31,3,23,470,8 days,2791759,2511430
638,10639,1,8,Zuntexon,23-03-2016,Lansing,MI,2,Dayton,OH,25-03-2016,392,392,4270,4540,99,Intercom,2,2016-03-23,2016-03-25,3,23,270,2 days,2796299,2515700
1429,11430,2,3,Tonsanhigh,23-03-2016,Kalamazoo,MI,2,Bangor,MI,25-03-2016,492,492,1144,1754,73,Domestic,8,2016-03-23,2016-03-25,3,23,610,2 days,2798053,2516844
758,10759,1,4,doubleis,23-03-2016,Monon,IN,9,Lansing,MI,01-04-2016,267,267,3696,1931,63,International,8,2016-03-23,2016-04-01,3,23,-1765,9 days,2799984,2520540
1287,11288,3,2,Zummatexon,24-03-2016,Green Bay,WI,1,Joliet,IL,25-03-2016,477,477,297,515,87,Domestic,8,2016-03-24,2016-03-25,3,24,218,1 days,2800499,2520837
655,10656,1,8,nimlab,24-03-2016,Naperville,IL,10,Indianapolis,IN,03-04-2016,431,431,3846,4526,78,International,1,2016-03-24,2016-04-03,3,24,680,10 days,2805025,2524683
958,10959,2,1,Scotfase,24-03-2016,Green Bay,WI,1,Joliet,IL,25-03-2016,1080,272,7801,11626,68,Domestic,7,2016-03-24,2016-03-25,3,24,3825,1 days,2816651,2532484
1577,11578,3,4,Zamholdings,24-03-2016,Rockford,IL,2,Green Bay,WI,26-03-2016,246,246,4683,2315,64,Domestic,2,2016-03-24,2016-03-26,3,24,-2368,2 days,2818966,2537167
1217,11218,2,6,Zerfax,24-03-2016,Northbrook,IL,7,Naperville,IL,31-03-2016,882,287,6118,6456,77,International,1,2016-03-24,2016-03-31,3,24,338,7 days,2825422,2543285
1646,11647,3,1,Stimcore,24-03-2016,Lansing,MI,5,Dayton,OH,27-03-2016,1143,669,7606,11703,92,International,9,2016-03-24,2016-03-27,3,24,4097,3 days,2837125,2550891
1230,11231,2,1,Bamtechnology,24-03-2016,Elgin,IL,2,Cincinnati,OH,26-03-2016,1004,598,1093,5295,80,Domestic,2,2016-03-24,2016-03-26,3,24,4202,2 days,2842420,2551984
553,10554,1,5,Tempfan,24-03-2016,Milwaukee,WI,1,Springfield,IL,25-03-2016,620,620,772,1207,68,Domestic,5,2016-03-24,2016-03-25,3,24,435,1 days,2843627,2552756
724,10725,2,6,Zunice,24-03-2016,Dayton,OH,3,Elgin,IL,24-03-2016,778,758,3071,3781,54,Domestic,10,2016-03-24,2016-03-24,3,24,710,0 days,2847408,2555827
1746,11747,3,2,Jaydox,24-03-2016,Rockford,IL,7,Green Bay,WI,21-03-2016,525,355,626,1360,86,International,7,2016-03-24,2016-03-21,3,24,734,-3 days,2848768,2556453
1357,11358,3,4,unaity,24-03-2016,Appleton,WI,4,Grand Rapids,MI,28-03-2016,1048,594,3105,904,95,Domestic,9,2016-03-24,2016-03-28,3,24,-2201,4 days,2849672,2559558
688,10689,2,4,Medialax,24-03-2016,Milwaukee,WI,10,Springfield,IL,03-04-2016,631,319,4791,2154,67,International,5,2016-03-24,2016-04-03,3,24,-2637,10 days,2851826,2564349
1441,11442,2,1,Dingfax,24-03-2016,Green Bay,WI,1,Joliet,IL,25-03-2016,697,557,1144,5076,70,Domestic,5,2016-03-24,2016-03-25,3,24,3932,1 days,2856902,2565493
1490,11491,3,2,Howtaxon,24-03-2016,Cincinnati,OH,2,Gary,IN,26-03-2016,1127,659,4666,5028,70,Domestic,8,2016-03-24,2016-03-26,3,24,362,2 days,2861930,2570159
127,10128,2,5,Tamtexon,25-03-2016,Indianapolis,IN,4,Northbrook,IL,27-03-2016,1069,362,2981,3523,83,Domestic,6,2016-03-25,2016-03-27,3,25,542,2 days,2865453,2573140
1129,11130,2,5,Jobtechnology,25-03-2016,Monon,IN,2,Lansing,MI,27-03-2016,415,349,7780,8652,76,Domestic,8,2016-03-25,2016-03-27,3,25,872,2 days,2874105,2580920
1093,11094,3,2,Fasezoomfix,25-03-2016,Lansing,MI,6,Dayton,OH,30-03-2016,300,283,1660,2220,62,International,3,2016-03-25,2016-03-30,3,25,560,5 days,2876325,2582580
834,10835,2,7,Danfan,25-03-2016,Elgin,IL,9,Cincinnati,OH,03-04-2016,721,312,2555,2685,80,International,6,2016-03-25,2016-04-03,3,25,130,9 days,2879010,2585135
446,10447,2,4,Geoit,25-03-2016,Grand Rapids,MI,2,Toledo,OH,27-03-2016,268,268,6177,3709,99,Domestic,9,2016-03-25,2016-03-27,3,25,-2468,2 days,2882719,2591312
221,10222,1,4,Zunzone,25-03-2016,Toledo,OH,4,Detriot,MI,29-03-2016,383,310,3667,1209,51,Domestic,5,2016-03-25,2016-03-29,3,25,-2458,4 days,2883928,2594979
1538,11539,2,3,zoofan,25-03-2016,Toledo,OH,4,Detriot,MI,29-03-2016,1067,787,3767,4281,91,Domestic,2,2016-03-25,2016-03-29,3,25,514,4 days,2888209,2598746
162,10163,1,6,Fixace,25-03-2016,Elgin,IL,4,Cincinnati,OH,26-03-2016,313,313,3579,4181,60,Domestic,7,2016-03-25,2016-03-26,3,25,602,1 days,2892390,2602325
1007,11008,2,3,Matsanice,25-03-2016,Bangor,MI,3,Davenport,IA,28-03-2016,367,367,5088,5923,93,Domestic,3,2016-03-25,2016-03-28,3,25,835,3 days,2898313,2607413
74,10075,1,7,Vaiazoom,25-03-2016,Bangor,MI,7,Davenport,IA,01-04-2016,400,400,6941,7103,74,International,2,2016-03-25,2016-04-01,3,25,162,7 days,2905416,2614354
600,10601,2,7,tampquote,25-03-2016,Springfield,IL,2,Skokie,IL,27-03-2016,210,210,7290,7603,95,Intercom,2,2016-03-25,2016-03-27,3,25,313,2 days,2913019,2621644
281,10282,2,8,Funfintech,26-03-2016,Appleton,WI,1,Grand Rapids,MI,27-03-2016,747,664,2821,3786,59,Domestic,4,2016-03-26,2016-03-27,3,26,965,1 days,2916805,2624465
813,10814,2,8,Sonzamace,26-03-2016,Skokie,IL,5,Chicago,IL,31-03-2016,857,500,6884,7307,91,International,8,2016-03-26,2016-03-31,3,26,423,5 days,2924112,2631349
204,10205,1,6,Good-find,26-03-2016,Davenport,IA,10,Appleton,WI,02-04-2016,337,337,7473,8089,62,International,9,2016-03-26,2016-04-02,3,26,616,7 days,2932201,2638822
1586,11587,2,1,Templax,26-03-2016,Davenport,IA,7,Appleton,WI,03-04-2016,698,614,5821,11534,99,International,8,2016-03-26,2016-04-03,3,26,5713,8 days,2943735,2644643
132,10133,1,4,Flexplex,26-03-2016,Green Bay,WI,3,Joliet,IL,29-03-2016,1007,357,4135,2809,81,Domestic,10,2016-03-26,2016-03-29,3,26,-1326,3 days,2946544,2648778
927,10928,3,2,Xx-dotone,26-03-2016,Elgin,IL,4,Cincinnati,OH,28-03-2016,270,270,5049,5607,93,Domestic,10,2016-03-26,2016-03-28,3,26,558,2 days,2952151,2653827
977,10978,3,5,Beta-ron,26-03-2016,Monon,IN,6,Lansing,MI,01-04-2016,233,233,8039,8578,66,International,8,2016-03-26,2016-04-01,3,26,539,6 days,2960729,2661866
1318,11319,2,2,Tamtexon,26-03-2016,Elgin,IL,2,Cincinnati,OH,27-03-2016,229,229,2505,2705,89,Domestic,5,2016-03-26,2016-03-27,3,26,200,1 days,2963434,2664371
1755,11756,3,3,Conehotice,27-03-2016,Kalamazoo,MI,2,Bangor,MI,29-03-2016,633,541,246,625,84,Domestic,10,2016-03-27,2016-03-29,3,27,379,2 days,2964059,2664617
1383,11384,3,5,Citytone,27-03-2016,Toledo,OH,5,Detriot,MI,01-04-2016,341,341,826,1264,63,International,3,2016-03-27,2016-04-01,3,27,438,5 days,2965323,2665443
137,10138,1,4,stripzim,27-03-2016,Dayton,OH,3,Elgin,IL,29-03-2016,230,230,8556,6617,94,Domestic,8,2016-03-27,2016-03-29,3,27,-1939,2 days,2971940,2673999
416,10417,2,6,Quotefix,27-03-2016,Cincinnati,OH,8,Gary,IN,04-04-2016,434,206,3131,3682,97,International,6,2016-03-27,2016-04-04,3,27,551,8 days,2975622,2677130
526,10527,2,8,Namelectronics,27-03-2016,Toledo,OH,10,Detriot,MI,21-03-2016,745,642,5058,5433,94,International,3,2016-03-27,2016-03-21,3,27,375,-6 days,2981055,2682188
1711,11712,3,1,O-ace,27-03-2016,Davenport,IA,1,Appleton,WI,28-03-2016,599,439,2861,7068,59,Domestic,6,2016-03-27,2016-03-28,3,27,4207,1 days,2988123,2685049
48,10049,2,6,Zaamhouse,27-03-2016,Joliet,IL,1,Madison,WI,28-03-2016,1007,288,2352,3042,80,Domestic,2,2016-03-27,2016-03-28,3,27,690,1 days,2991165,2687401
73,10074,2,6,Iceelectrics,27-03-2016,Lansing,MI,9,Dayton,OH,05-04-2016,248,248,17,133,62,International,6,2016-03-27,2016-04-05,3,27,116,9 days,2991298,2687418
1032,11033,2,3,Faxotfind,27-03-2016,Elgin,IL,3,Cincinnati,OH,27-03-2016,247,247,8059,8659,54,Domestic,4,2016-03-27,2016-03-27,3,27,600,0 days,2999957,2695477
222,10223,1,5,hat-core,27-03-2016,Lansing,MI,10,Dayton,OH,05-04-2016,338,338,2821,3750,73,International,8,2016-03-27,2016-04-05,3,27,929,9 days,3003707,2698298
1604,11605,3,1,Xx-planet,28-03-2016,Skokie,IL,9,Chicago,IL,21-03-2016,969,216,1166,5514,83,International,3,2016-03-28,2016-03-21,3,28,4348,-7 days,3009221,2699464
436,10437,2,4,Faxotfind,28-03-2016,Naperville,IL,9,Indianapolis,IN,06-04-2016,280,280,5911,3286,69,International,7,2016-03-28,2016-04-06,3,28,-2625,9 days,3012507,2705375
322,10323,2,6,Strongdax,28-03-2016,Green Bay,WI,6,Joliet,IL,03-04-2016,496,496,773,1542,72,International,10,2016-03-28,2016-04-03,3,28,769,6 days,3014049,2706148
719,10720,1,5,Solohex,28-03-2016,Madison,WI,1,Kalamazoo,MI,29-03-2016,679,522,2217,3032,90,Domestic,8,2016-03-28,2016-03-29,3,28,815,1 days,3017081,2708365
1712,11713,3,4,Statway,28-03-2016,Grand Rapids,MI,3,Toledo,OH,31-03-2016,1174,708,2759,1477,55,Domestic,8,2016-03-28,2016-03-31,3,28,-1282,3 days,3018558,2711124
873,10874,1,5,Gogokeying,28-03-2016,Naperville,IL,8,Indianapolis,IN,05-04-2016,213,213,2144,2835,69,International,5,2016-03-28,2016-04-05,3,28,691,8 days,3021393,2713268
440,10441,1,6,Opehouse,29-03-2016,Dayton,OH,4,Elgin,IL,02-04-2016,791,531,2514,3105,83,Domestic,2,2016-03-29,2016-04-02,3,29,591,4 days,3024498,2715782
427,10428,1,5,Flexplex,29-03-2016,Chicago,IL,3,Rockford,IL,01-04-2016,635,426,7381,8067,97,Domestic,4,2016-03-29,2016-04-01,3,29,686,3 days,3032565,2723163
1557,11558,3,1,Blueit,29-03-2016,Appleton,WI,9,Grand Rapids,MI,06-04-2016,749,432,1464,6719,57,International,7,2016-03-29,2016-04-06,3,29,5255,8 days,3039284,2724627
180,10181,1,7,Dentoelectrics,29-03-2016,Bangor,MI,7,Davenport,IA,05-04-2016,211,211,6122,7098,53,International,2,2016-03-29,2016-04-05,3,29,976,7 days,3046382,2730749
344,10345,2,6,Unoex,29-03-2016,Green Bay,WI,1,Joliet,IL,30-03-2016,293,293,3826,4316,92,Domestic,1,2016-03-29,2016-03-30,3,29,490,1 days,3050698,2734575
1771,11772,3,6,Donware,29-03-2016,Cincinnati,OH,10,Gary,IN,05-04-2016,613,613,3613,3822,70,International,6,2016-03-29,2016-04-05,3,29,209,7 days,3054520,2738188
841,10842,1,4,Dingfax,29-03-2016,Chicago,IL,8,Rockford,IL,05-04-2016,716,445,8317,6058,64,International,2,2016-03-29,2016-04-05,3,29,-2259,7 days,3060578,2746505
330,10331,1,8,Yearlex,29-03-2016,Bangor,MI,9,Davenport,IA,04-04-2016,661,514,272,866,66,International,6,2016-03-29,2016-04-04,3,29,594,6 days,3061444,2746777
369,10370,1,5,Singleholdings,30-03-2016,Cincinnati,OH,4,Gary,IN,03-04-2016,557,501,1623,2421,74,Domestic,3,2016-03-30,2016-04-03,3,30,798,4 days,3063865,2748400
1454,11455,2,3,villahouse,30-03-2016,Grand Rapids,MI,2,Toledo,OH,30-03-2016,741,366,5408,6167,71,Domestic,10,2016-03-30,2016-03-30,3,30,759,0 days,3070032,2753808
140,10141,2,8,Y-flex,30-03-2016,Bangor,MI,3,Davenport,IA,02-04-2016,972,211,5245,5681,68,Domestic,10,2016-03-30,2016-04-02,3,30,436,3 days,3075713,2759053
68,10069,1,6,Tripplekix,30-03-2016,Monon,IN,2,Lansing,MI,01-04-2016,815,627,982,1798,99,Domestic,1,2016-03-30,2016-04-01,3,30,816,2 days,3077511,2760035
827,10828,1,8,Streetlam,30-03-2016,Rockford,IL,2,Green Bay,WI,01-04-2016,1022,447,1665,2265,95,Domestic,5,2016-03-30,2016-04-01,3,30,600,2 days,3079776,2761700
1099,11100,2,2,Plexlamway,30-03-2016,Grand Rapids,MI,4,Toledo,OH,03-04-2016,849,408,4588,4689,89,Domestic,5,2016-03-30,2016-04-03,3,30,101,4 days,3084465,2766288
973,10974,2,4,Zamholdings,30-03-2016,Northbrook,IL,2,Naperville,IL,01-04-2016,1090,370,5981,4160,73,Domestic,1,2016-03-30,2016-04-01,3,30,-1821,2 days,3088625,2772269
287,10288,1,4,Viatom,31-03-2016,Elgin,IL,6,Cincinnati,OH,06-04-2016,381,381,5904,3890,74,International,9,2016-03-31,2016-04-06,3,31,-2014,6 days,3092515,2778173
267,10268,1,4,zen-holdings,31-03-2016,Skokie,IL,5,Chicago,IL,05-04-2016,363,363,4423,2640,97,International,4,2016-03-31,2016-04-05,3,31,-1783,5 days,3095155,2782596
917,10918,2,2,Overtam,31-03-2016,Madison,WI,8,Kalamazoo,MI,05-04-2016,1149,435,1849,2574,95,International,1,2016-03-31,2016-04-05,3,31,725,5 days,3097729,2784445
747,10748,2,6,techmedia,31-03-2016,Elgin,IL,2,Cincinnati,OH,02-04-2016,586,413,4263,4601,100,Domestic,4,2016-03-31,2016-04-02,3,31,338,2 days,3102330,2788708
1458,11459,3,6,Ittam,31-03-2016,Indianapolis,IN,10,Northbrook,IL,10-04-2016,971,275,993,1451,51,International,5,2016-03-31,2016-04-10,3,31,458,10 days,3103781,2789701
1396,11397,2,1,white-high,01-04-2016,Monon,IN,1,Lansing,MI,02-04-2016,469,469,2123,6608,73,Domestic,6,2016-04-01,2016-04-02,4,1,4485,1 days,3110389,2791824
691,10692,2,4,Aptaxon,01-04-2016,Indianapolis,IN,9,Northbrook,IL,10-04-2016,1090,278,3505,1098,92,International,9,2016-04-01,2016-04-10,4,1,-2407,9 days,3111487,2795329
154,10155,1,5,Zuntone,01-04-2016,Green Bay,WI,7,Joliet,IL,06-04-2016,329,329,4455,5455,90,International,2,2016-04-01,2016-04-06,4,1,1000,5 days,3116942,2799784
1415,11416,3,2,Linezatlam,01-04-2016,Detriot,MI,2,Monon,IN,03-04-2016,259,231,5011,5952,93,Domestic,1,2016-04-01,2016-04-03,4,1,941,2 days,3122894,2804795
777,10778,1,7,conestreet,01-04-2016,Indianapolis,IN,2,Northbrook,IL,02-04-2016,436,354,2756,3403,71,Domestic,2,2016-04-01,2016-04-02,4,1,647,1 days,3126297,2807551
1205,11206,2,2,zotit,01-04-2016,Toledo,OH,2,Detriot,MI,03-04-2016,812,402,5748,6366,70,Domestic,6,2016-04-01,2016-04-03,4,1,618,2 days,3132663,2813299
1491,11492,2,3,xx-way,01-04-2016,Dayton,OH,2,Elgin,IL,02-04-2016,939,446,6371,7224,93,Domestic,6,2016-04-01,2016-04-02,4,1,853,1 days,3139887,2819670
886,10887,1,1,bamity,01-04-2016,Springfield,IL,3,Skokie,IL,04-04-2016,565,205,852,5815,98,Domestic,7,2016-04-01,2016-04-04,4,1,4963,3 days,3145702,2820522
332,10333,1,7,xx-bam,01-04-2016,Davenport,IA,2,Appleton,WI,03-04-2016,884,631,1394,2083,74,Domestic,3,2016-04-01,2016-04-03,4,1,689,2 days,3147785,2821916
868,10869,2,5,Zathlane,01-04-2016,Gary,IN,2,Milwaukee,WI,03-04-2016,1166,321,4576,4752,82,Domestic,1,2016-04-01,2016-04-03,4,1,176,2 days,3152537,2826492
460,10461,2,6,Scotline,01-04-2016,Cincinnati,OH,10,Gary,IN,08-04-2016,246,246,1043,1897,78,International,2,2016-04-01,2016-04-08,4,1,854,7 days,3154434,2827535
1323,11324,2,3,Fasetech,01-04-2016,Springfield,IL,4,Skokie,IL,05-04-2016,297,297,338,1250,89,Domestic,5,2016-04-01,2016-04-05,4,1,912,4 days,3155684,2827873
458,10459,1,6,tres-tone,01-04-2016,Rockford,IL,1,Green Bay,WI,02-04-2016,477,234,6954,7115,87,Domestic,8,2016-04-01,2016-04-02,4,1,161,1 days,3162799,2834827
1210,11211,2,6,Dingity,02-04-2016,Kalamazoo,MI,2,Bangor,MI,04-04-2016,342,342,2783,3720,100,Domestic,8,2016-04-02,2016-04-04,4,2,937,2 days,3166519,2837610
1789,11790,2,1,Dentocity,02-04-2016,Madison,WI,5,Kalamazoo,MI,05-04-2016,638,638,2496,7123,50,International,1,2016-04-02,2016-04-05,4,2,4627,3 days,3173642,2840106
998,10999,3,3,Duoflex,02-04-2016,Monon,IN,10,Lansing,MI,21-03-2016,386,386,7916,8284,50,International,6,2016-04-02,2016-03-21,4,2,368,-12 days,3181926,2848022
1647,11648,3,1,Zuntone,02-04-2016,Bangor,MI,10,Davenport,IA,09-04-2016,497,216,7995,11529,63,International,9,2016-04-02,2016-04-09,4,2,3534,7 days,3193455,2856017
1282,11283,3,5,Trueplus,02-04-2016,Detriot,MI,1,Monon,IN,03-04-2016,790,584,823,1445,71,Domestic,7,2016-04-02,2016-04-03,4,2,622,1 days,3194900,2856840
42,10043,2,4,Saohow,02-04-2016,Springfield,IL,7,Skokie,IL,09-04-2016,1187,742,6043,4255,52,International,2,2016-04-02,2016-04-09,4,2,-1788,7 days,3199155,2862883
1658,11659,2,1,doubleis,03-04-2016,Monon,IN,6,Lansing,MI,21-03-2016,320,320,4053,8405,90,International,5,2016-04-03,2016-03-21,4,3,4352,-13 days,3207560,2866936
541,10542,1,8,Howelectrics,03-04-2016,Madison,WI,7,Kalamazoo,MI,10-04-2016,957,217,5913,6632,93,International,8,2016-04-03,2016-04-10,4,3,719,7 days,3214192,2872849
